id,name,civilization_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start_year,end_year,policies,note
mongol_empire,Mongol Empire,,mongol,classical_mongolian,tengrism,khaganate,mongolian_plateau|central_asian_steppe|transoxiana|iran_plateau|khorasan|mesopotamia|yellow_river|yangtze|manchuria,1206,1368,yasa_tolerance,Religiously tolerant by policy (Yasa law); the different successor khanates each converted to the local dominant religion
chagatai_khanate,Chagatai Khanate,,mongol,old_uyghur,sunni_hanafi,khanate,transoxiana|central_asian_steppe,1226,1347,,Chagatai Turkic became the prestige literary language of Central Asia after Mongol Turkification
hafsid_dynasty,Hafsid Dynasty,,berber_amazigh_cluster,classical_arabic,sunni,sultanate,north_africa,1229,1574,,Almohad governors who became independent rulers of Ifriqiya (Tunisia and eastern Algeria). At one point recognised as caliph by Mecca. Tunis became a major Mediterranean trading city. Conquered by the Ottoman corsair Hayreddin Barbarossa.
teutonic_order,Teutonic Order (Monastic State),,german,german,catholic,theocracy,prussia,1230,1525,,Crusading military order invited to Christianise the pagan Old Prussians; completed the conquest by 1283 (exterminating or assimilating the indigenous Prussians). At their peak controlled the entire Baltic coast from Danzig to Estonia. Catastrophically defeated at Grunwald (1410) by Poland-Lithuania; dissolved its monastic state and became a secular Duchy of Prussia in 1525.
grand_duchy_of_lithuania,Grand Duchy of Lithuania,,lithuanian,old_east_slavic,baltic_paganism,principality,lithuania|kievan_rus,1236,1569,,"The last pagan state in Europe, Christianised only in 1387 when Jogaila married Jadwiga of Poland. At its peak the Grand Duchy stretched from the Baltic to the Black Sea, encompassing most of modern Ukraine and Belarus. Its administrative language was Ruthenian (Old East Slavic), not Lithuanian."
golden_horde,Golden Horde,,mongol,kipchak_branch,sunni_hanafi,khanate,pontic_steppe|central_asian_steppe,1242,1502,,Converted to Sunni Islam ~1313 under Özbeg Khan; Mongol rulers gradually Turkified — adopted Kipchak Turkic as the dominant language
marinid_dynasty,Marinid Dynasty,,berber_amazigh_cluster,classical_arabic,sunni,sultanate,north_africa,1244,1465,,Zenata Berber dynasty that replaced the Almohads in Morocco. Built the famous Bou Inania Madrasa in Fez. Attempted to reconquer al-Andalus but defeated at the Battle of Rio Salado (1340). Their decline opened Morocco to Portuguese coastal incursions.
mamluk_sultanate,Mamluk Sultanate,,turkic_cluster,classical_arabic,sunni_shafi,sultanate,egypt|levant,1250,1517,,Turkic slave-soldier rulers but court and administration were Arabic-Islamic
ilkhanate,Ilkhanate,,mongol,new_persian_farsi,sunni_hanafi,khanate,iran_plateau|mesopotamia|khorasan|caucasus,1256,1335,,Started Tengriist/Buddhist; converted to Sunni Islam and were fully Persianized — Persian remained the language of court and literature
mongol_il_khanate,Mongol Il-Khanate,,mongol,old_persian,sunni,khanate,iran_plateau|mesopotamia|anatolia|caucasus,1256,1335,,
solomonic_dynasty,Ethiopian Empire (Solomonic),,amhara,ge'ez_classical_ethiopic,ethiopian_tewahido_church,imperial_monarchy,nubia,1270,1974,,Claimed descent from King Solomon and the Queen of Sheba. The longest-ruling dynasty in world history. Emperor Menelik II defeated Italy at Adwa (1896) — the most decisive African victory over a European power. Haile Selassie modernised Ethiopia and inspired the Rastafari movement. Ended by the Derg communist revolution.
yuan_dynasty,Yuan Dynasty,,mongol,classical_mongolian,vajrayana_buddhism,imperial_monarchy,yellow_river|yangtze|manchuria,1271,1368,,Kublai Khan adopted Tibetan Buddhism (Vajrayana) as state religion and Phags-pa Lama as spiritual authority; deliberately avoided Sinicization — Chinese barred from top posts; Mongol identity maintained as ruling class
grand_duchy_moscow,Grand Duchy of Moscow,,russian,russian,eastern_orthodox,,,1283,1547,,
ifat_sultanate,Ifat Sultanate,,somali,classical_arabic,sunni,sultanate,arabia,1285,1415,,Medieval Muslim sultanate on the Ethiopian coast. Fought prolonged wars with the Solomonic Ethiopian Empire. The Walashma dynasty ruled both Ifat and its successor state Adal. A crucial link in Indian Ocean trade networks.
principality_of_wallachia,Principality of Wallachia,,romanian,romanian,eastern_orthodox,principality,balkans,1290,1859,,"Romanian principality between the Carpathians and the Danube. Mircea the Elder (r.1386–1418) and Vlad III ('the Impaler' / Dracula, r.1456–1462) resisted Ottoman expansion. Wallachia was an Ottoman vassal for most of its history. United with Moldavia to form Romania (1859)."
majapahit_empire,Majapahit Empire,,javanese,javanese,hinduism,divine_monarchy,,1293,1527,,
ottoman_empire,Ottoman Empire,,turkic_cluster,ottoman_turkish,sunni_hanafi,caliphate,anatolia|balkans|levant|mesopotamia|egypt|north_africa|caucasus,1299,1922,millet_system|tanzimat,"Claimed the Caliphate title after conquering Mamluk Egypt (1517). Unlike earlier Turkic states, developed a distinct Turkic-Islamic identity rather than Persianizing. Ruled Orthodox Christians, Catholics, Jews, and Arabs as separate millets (religious communities) — religion defined the subject's legal identity, not ethnicity"
ajuran_sultanate,Ajuran Sultanate,,somali,somali,sunni,sultanate,arabia,1300,1700,,"Somali sultanate controlling the Indian Ocean coast. A hydraulic empire that built sophisticated water engineering systems. Controlled Mogadishu, then one of the wealthiest cities in Africa. Traded extensively with Ming China, Mughal India, and Mamluk Egypt."
chobanid_dynasty,Chobanid dynasty,,mongol,old_persian,sunni,khanate,iran_plateau|caucasus,1335,1357,,
jalayirid_sultanate,Jalayirid Sultanate,,mongol,new_persian_farsi,sunni,sultanate,mesopotamia|iran_plateau,1335,1432,,Mongol successor state in Iraq and western Iran after the Il-Khanate's collapse. Ahmad Jalayir patronised Persian miniature painting — the Baghdad school flourished under his rule. Destroyed by Timur's invasions and Turkmen tribal pressure.
madurai_sultanate,Madurai Sultanate,,turkic_cluster,new_persian_farsi,sunni,sultanate,deccan,1335,1378,,Short-lived sultanate established after the Delhi Sultanate's Tughluq governors declared independence. Destroyed by the rising Vijayanagara Empire under Kumara Kampana — celebrated in the Tamil epic Madhuravijayam.
vijayanagara_empire,Vijayanagara Empire,,dravidian_cluster,kannada,hinduism,imperial_monarchy,deccan,1336,1646,,The last great Hindu empire; for three centuries it was the bulwark of Hindu civilisation against the Muslim Deccan sultanates. Founded by brothers Harihara and Bukka after escaping Delhi Sultanate captivity. The Battle of Talikota (1565) destroyed the capital Hampi — the ruins remain one of India's great historical sites.
principality_of_moldavia,Principality of Moldavia,,romanian,romanian,eastern_orthodox,principality,balkans,1346,1859,,"Romanian principality east of the Carpathians. Stephen the Great (r.1457–1504) defeated the Ottomans, Hungarians, and Poles — Pope Sixtus IV called him 'Athlete of Christ'. Moldavia was an Ottoman vassal from 1538. United with Wallachia to form Romania (1859)."
bahmani_sultanate,Bahmani Sultanate,,turkic_cluster,classical_arabic,sunni,sultanate,deccan,1347,1527,,"The first major Muslim sultanate of the Deccan; founded by a revolt against Delhi. Fragmented into five successor sultanates (Adil Shahi, Nizam Shahi, Qutb Shahi, Imad Shahi, Barid Shahi) which fought Vijayanagara and each other for two centuries. Bidar was its capital."
moghulistan,Moghulistan Khanate,,mongol,chagatai,sunni,khanate,central_asian_steppe,1347,1462,,Eastern successor of the Chagatai Khanate. The Moghul khans (Chagataid Mongols who had Islamised and Turkicised) controlled Xinjiang and parts of Central Asia. Tughlugh Timur was the first to convert to Islam. Fragmented into smaller khanates.
bengal_sultanate,Bengal Sultanate,,turkic_cluster,bengali,sunni,sultanate,ganges_plain,1352,1576,,"Independent Muslim state in Bengal. Initially Ilyas Shahi dynasty, later the Hussain Shahi dynasty patronised Bengali literature and architecture. Sonargaon and Gaur were successive capitals. Conquered by the Mughals under Akbar."
brunei_sultanate,Brunei Sultanate,,malay_indonesian,malay_indonesian,sunni,sultanate,,1368,,,
ming_dynasty,Ming Dynasty,,han_chinese,mandarin,neo_confucianism,chinese_imperial,yellow_river|yangtze,1368,1644,,Founded as an explicit rejection of Mongol rule; strong Han nativist and Confucian identity; the 'most Chinese' of dynasties
north_yuan,North Yuan,,mongol,old_turkic_orkhon_runic,buddhism,khaganate,mongolian_plateau,1368,1635,,"After the Ming drove the Yuan from China (1368), the Mongol khans retreated to the steppe and continued to claim the title of Great Khan of the Mongol Empire. Periodic reunifications under strong khans (Dayan Khan, Altan Khan) challenged Ming China. Tibetan Buddhism progressively replaced shamanism/Tengriism. Formally ended when the Qing incorporated most Mongol tribes (1635-1691)."
northern_yuan,Northern Yuan,,mongol,mongolian,vajrayana_buddhism,khaganate,mongolian_plateau,1368,1635,,
timurid_empire,Timurid Empire,,turkic_cluster,new_persian_farsi,sunni_hanafi,imperial_monarchy,khorasan|transoxiana|iran_plateau,1370,1507,,Timur was Barlas Turkic; court was thoroughly Persian — Samarkand and Herat became the greatest centers of Persian poetry and miniature painting
kara_koyunlu,Kara Koyunlu (Black Sheep Turkmen),,turkic_cluster,azerbaijani,shia,tribal_confederation,iran_plateau|mesopotamia,1374,1468,,"Turkmen tribal confederation in eastern Anatolia, Azerbaijan, and Iraq. Jahan Shah briefly controlled a vast territory from Baghdad to Kerman. Patrons of Turkmen and Persian art. Destroyed by their rivals the Aq Qoyunlu at the Battle of Chapakchur (1467)."
bosnian_kingdom,Bosnian Kingdom,,south_slavic,old_church_slavonic,roman_catholicism,monarchy,balkans,1377,1463,,Tvrtko I crowned himself King of Bosnia and Serbia (1377). The Bosnian Church (a disputed Christian sect) was unique to the region. Fell to the Ottoman Sultan Mehmed II (1463). Many Bosnian nobles converted to Islam — the origin of the Bosniak Muslim community.
aq_qoyunlu,Aq Qoyunlu (White Sheep Turkmen),,turkic_cluster,azerbaijani,sunni,tribal_confederation,iran_plateau|mesopotamia|anatolia,1378,1508,,Turkmen tribal confederation that dominated Iran and Iraq. Uzun Hasan allied with Venice against the Ottomans. Defeated the Kara Koyunlu and Timurids. Their collapse enabled the Safavid rise — Shah Ismail I defeated the last Aq Qoyunlu ruler at the Battle of Sharur (1501).
joseon,Joseon Dynasty,,korean,middle_korean,neo_confucianism,chinese_imperial,korean_peninsula,1392,1897,,Founded by Yi Seong-gye; shifted from Buddhist to Neo-Confucian ideology. Known for its stable bureaucracy and the invention of Hangul.
malwa_sultanate,Malwa Sultanate,,turkic_cluster,new_persian_farsi,sunni,sultanate,ganges_plain,1392,1562,,Independent sultanate in central India. Hoshang Shah built the Jama Masjid of Mandu — one of the finest examples of Afghan architecture in India. The kingdom was a centre of Indo-Islamic cultural synthesis. Conquered by the Mughals.
jaunpur_sultanate,Jaunpur Sultanate,,turkic_cluster,new_persian_farsi,sunni,sultanate,ganges_plain,1394,1479,,Known as the 'Shiraz of India' for its cultural achievements. The Sharqi dynasty patronised architecture (Atala Mosque) and Islamic scholarship. Conquered by the Lodi Sultans of Delhi.
kalmar_union,Kalmar Union,,scandinavian,german,catholic,monarchy,scandinavia,1397,1523,,"Personal union of Denmark, Norway, and Sweden under one crown, dominated by Denmark. Sweden repeatedly rebelled; the Stockholm Bloodbath of 1520 (Danish massacre of Swedish nobles) triggered the final Swedish revolt under Gustav Vasa."
mysore_kingdom,Mysore Kingdom,,dravidian_cluster,kannada,hinduism,monarchy,deccan,1399,1799,,South Indian kingdom in modern Karnataka. The Wodeyar dynasty ruled until Hyder Ali's usurpation (1761). Hyder Ali and his son Tipu Sultan modernised the army with iron-cased rockets and French-trained infantry. Tipu Sultan died at the Fourth Anglo-Mysore War (1799); the Wodeyars were restored as British vassals.
mapuche_nation,Mapuche Nation,,mapuche,,indigenous_american_traditions,tribal_confederation,patagonia,1400,1883,,Southern Chile and Argentina
serbian_despotate,Serbian Despotate,,serbian,serbo_croatian,eastern_orthodox,monarchy,balkans,1402,1459,,"Last medieval Serbian state, ruled by the Lazarevic and Brankovic dynasties after the Ottoman defeat at Ankara (1402) gave a reprieve. Stefan Lazarevic made Belgrade the capital. Gradually reduced by Ottoman expansion until the fall of Smederevo (1459)."
sulu_sultanate,Sulu Sultanate,,malay_indonesian,malay_indonesian,sunni,sultanate,,1405,1915,,
gujarat_sultanate,Gujarat Sultanate,,turkic_cluster,new_persian_farsi,sunni,sultanate,indus_valley,1407,1573,,Wealthy sultanate controlling Gujarat's lucrative Indian Ocean trade. Ahmad Shah I founded Ahmedabad (1411). Mahmud Begada fortified the coast against Portuguese encroachment. Annexed by the Mughal emperor Akbar.
adal_sultanate,Adal Sultanate,,somali,classical_arabic,sunni,sultanate,arabia,1415,1577,,"Muslim sultanate in the Horn of Africa. Imam Ahmad ibn Ibrahim al-Ghazi ('Ahmad Gran') conquered most of Ethiopia in a devastating jihad (1529–1543), nearly destroying the Solomonic dynasty. Portuguese intervention and Ethiopian resistance eventually reversed the conquest."
aztec_empire,Aztec Empire (Mexico-Tenochtitlan),,aztec,classical_nahuatl,aztec_religion,imperial_monarchy,mesoamerica,1428,1521,,Triple Alliance
ryukyu_kingdom,Ryukyu Kingdom,,ryukyuan,ryukyuan,buddhism,absolute_monarchy,okinawa,1429,1879,,"Unified the three kingdoms of Okinawa (Sanzan period) under Sho Hashi. A major maritime trading state linking Japan, China, Korea, and Southeast Asia. Became a tributary of Ming China while maintaining independence. Invaded by Japan's Satsuma domain in 1609 and became a dual tributary of both China and Japan. Formally annexed by Japan as Okinawa Prefecture in 1879."
habsburg_monarchy,Habsburg Monarchy,,german,german,catholic,absolute_monarchy,germany|bohemia|hungary,1438,1918,ausgleich,"The House of Habsburg held the HRE throne almost continuously 1438–1806. After Napoleon dissolved the HRE, the Habsburgs created the Austrian Empire (1804), then the Austro-Hungarian Dual Monarchy (1867–1918). 'Others wage war; you, happy Austria, marry' — AEIOU policy of dynastic expansion through marriage."
inca_empire,Inca Empire (Tawantinsuyu),,inca,quechua,inca_religion,imperial_monarchy,andes,1438,1533,,Largest pre-Columbian empire
kazan_khanate,Kazan Khanate,,tatar,chagatai,sunni,khanate,pontic_steppe,1438,1552,,Tatar successor state of the Golden Horde on the middle Volga. A wealthy trading state controlling the Volga-Kama confluence. Ivan the Terrible's conquest of Kazan (1552) was a pivotal moment in Russian expansion eastward. The siege is commemorated by St. Basil's Cathedral in Moscow.
crimean_khanate,Crimean Khanate,,turkic_cluster,old_turkic_orkhon_runic,sunni,khanate,pontic_steppe,1441,1783,,"Last surviving Mongol successor state on the Pontic steppe; Ottoman vassal from 1475. Conducted slave raids into Ukraine, Poland, and Russia — the Crimean slave trade depopulated vast areas of Eastern Europe. Peter the Great and Catherine the Great progressively curtailed Crimean power; annexed by Russia in 1783."
iroquois_confederacy,Iroquois Confederacy (Haudenosaunee),,iroquois,iroquoian,indigenous_american_traditions,tribal_confederation,us_east,1450,1784,,Five/Six Nations confederacy
kazakh_khanate,Kazakh Khanate,,turkic_cluster,old_turkic_orkhon_runic,sunni,khanate,central_asian_steppe,1465,1731,,"Emerged from the Uzbek (Shaybanid) breakup when Janybek and Giray led a nomadic confederation into the Kazakh steppe. The three zhuz (hordes: Great, Middle, Small) structure defined Kazakh society. Gradually subordinated by Russian expansion; the Small Zhuz accepted Russian protectorate in 1731 under Dzungar pressure."
spanish_caribbean,Spanish Caribbean (Cuba/Hispaniola/Puerto Rico),,spanish,spanish,catholic,colonial_administration,caribbean,1492,1898,,Spanish colonial islands
khanate_of_bukhara,Khanate of Bukhara,,turkic_cluster,chagatai,sunni,khanate,transoxiana,1500,1785,,"Uzbek Shaybanid state centred on Bukhara. Muhammad Shaybani defeated the Timurids and established Uzbek rule over Transoxiana. Bukhara remained a major centre of Islamic learning. The later Janid dynasty was replaced by the Manghit Emirs (Emirate of Bukhara, 1785–1920)."
portuguese_brazil,Portuguese Brazil,,portuguese,portuguese,catholic,colonial_administration,amazonia|patagonia,1500,1822,,Portuguese colonial territory
safavid_empire,Safavid Empire,,persian,new_persian_farsi,twelver_shia,imamate,iran_plateau|mesopotamia|khorasan|caucasus,1501,1736,,Established Twelver Shia as state religion; this religious identity is what NOW defines Iran as distinct from Sunni Turkic/Arab neighbors — same Persian ethnicity as the Timurids but a completely different civilizational identity
funj_sultanate,Funj Sultanate,,nubian,classical_arabic,sunni,sultanate,nubia,1504,1821,,Major sultanate of the Nile Valley (modern Sudan). Founded by the Funj people at Sennar. An alliance with the Abdallabi Arabs created a vast state. The sultanate Islamised much of the upper Nile region. Conquered by Muhammad Ali's Egyptian forces.
khanate_of_khiva,Khanate of Khiva,,turkic_cluster,chagatai,sunni,khanate,transoxiana,1511,1920,,"Uzbek khanate in Khwarezm (modern western Uzbekistan/Turkmenistan). Controlled the lower Amu Darya. The slave trade was a major economic activity. Russia's General Kaufman conquered Khiva in 1873, making it a protectorate. Abolished by the Red Army (1920)."
spanish_florida,Spanish Florida,,spanish,spanish,catholic,colonial_administration,us_south,1513,1821,,Spanish colonial territory
yarkand_khanate,Yarkand Khanate,,turkic_cluster,chagatai,sunni,khanate,central_asian_steppe,1514,1705,,Chagataid khanate in the Tarim Basin (southern Xinjiang). Said Khan founded the khanate after defeating the Moghulistan remnants. The Naqshbandi Sufi order gained enormous influence. Conquered by the Dzungar Khanate.
new_spain,Viceroyalty of New Spain,,spanish,spanish,catholic,colonial_administration,mesoamerica|us_west|us_south|caribbean,1521,1821,,Spanish colonial empire in the Americas
denmark_norway,Denmark-Norway,,scandinavian,danish,lutheranism,absolute_monarchy,scandinavia,1524,1814,,
mughal_empire,Mughal Empire,,turkic_cluster,new_persian_farsi,sunni_hanafi,imperial_monarchy,indus_valley|punjab|ganges_plain|deccan,1526,1857,din_i_ilahi|aurangzeb_sharia,Babur was Timurid (Turkic-Mongol); court was thoroughly Persianized. Akbar's syncretic 'Din-i-Ilahi' experiment attempted to bridge Hindu and Muslim identities — shows religion as a live political variable even within a single regime
new_france,New France,,french,french,catholic,colonial_administration,quebec|us_midwest|atlantic_canada,1534,1763,,French colonial territory
cherokee_nation,Cherokee Nation,,cherokee,cherokee,indigenous_american_traditions,tribal_confederation,us_south|us_east,1540,1838,,Pre-removal Cherokee territory
sur_empire,Sur Empire,,pashtun,new_persian_farsi,sunni,sultanate,ganges_plain|punjab,1540,1556,,"Afghan dynasty founded by Sher Shah Suri after defeating the Mughal Humayun. Despite ruling only 16 years, Sher Shah introduced the rupee, built the Grand Trunk Road, and reformed the revenue system. These innovations were adopted by the returning Mughals and later the British."
viceroyalty_of_peru,Viceroyalty of Peru,,spanish,spanish,catholic,colonial_administration,andes|amazonia,1542,1824,,Spanish colonial South America
tsardom_russia,Tsardom of Russia,,russian,russian,eastern_orthodox,,,1547,1721,,
saadian_dynasty,Saadian Dynasty,,berber_amazigh_cluster,classical_arabic,sunni,sultanate,north_africa,1549,1659,,Arab-descended Sharifs who expelled the Portuguese from Morocco. Ahmad al-Mansur's conquest of the Songhai Empire (1591) brought trans-Saharan gold wealth. Built the magnificent El Badi Palace in Marrakesh. The dynasty's collapse led to a prolonged civil war.
polish_lithuanian_commonwealth,Polish-Lithuanian Commonwealth,,polish,polish,catholic,elective_monarchy,poland|lithuania|kievan_rus,1569,1795,liberum_veto|constitution_may_3,"The Rzeczpospolita — an elected monarchy (Sejm elected the king) with the liberum veto, which allowed any single noble to dissolve the Sejm. The world's first country with a modern written constitution (May 3, 1791). Partitioned three times by Russia, Prussia, and Austria (1772, 1793, 1795) — erased from the map for 123 years."
principality_of_transylvania,Principality of Transylvania,,magyar,hungarian,roman_catholicism,principality,hungary,1570,1711,,
creek_confederacy,Creek Confederacy (Muscogee),,creek,,indigenous_american_traditions,tribal_confederation,us_south,1600,1832,,Southeastern confederacy
darfur_sultanate,Darfur Sultanate,,cushitic_cluster,classical_arabic,sunni,sultanate,nubia,1603,1916,,Fur dynasty controlling western Sudan. The Keira dynasty built a powerful state based on trans-Saharan trade. Ahmad Bukr introduced Islam. Conquered by the British-Egyptian Mahdist War aftermath but briefly revived (1898–1916). Its legacy shapes Darfur's political identity today.
tokugawa_shogunate,Tokugawa Shogunate (Edo Period),,yamato,middle_japanese,neo_confucian_shinto,shogunate,japanese_archipelago,1603,1868,sakoku_edict,A period of isolation (Sakoku) and peace under the Tokugawa shoguns. Decentralized but tightly controlled feudalism.
jamestown_colony,Jamestown Colony,,english,english,protestant,colonial_administration,us_east,1607,1624,,First permanent English settlement
thirteen_colonies,Thirteen Colonies,,english,english,protestant,colonial_administration,us_east|us_south,1607,1776,,British colonies on Atlantic seaboard
plymouth_colony,Plymouth Colony,,english,english,protestant,colonial_administration,us_east,1620,1691,,Pilgrim settlement
british_caribbean,British Caribbean,,english,english,protestant,colonial_administration,caribbean,1624,1962,,British colonial islands
new_amsterdam,New Amsterdam (Dutch),,dutch,dutch,protestant,colonial_administration,us_east,1626,1664,,Dutch colonial New York
alawite_dynasty,Alawite Dynasty (Morocco),,berber_amazigh_cluster,classical_arabic,sunni,monarchy,north_africa,1631,,,Ruling dynasty of Morocco since the 17th century — one of the world's longest-reigning dynasties. Moulay Ismail (r.1672–1727) built a formidable army and made Meknes a rival to Versailles. The current King Mohammed VI traces direct descent. Morocco is one of only three kingdoms remaining in Africa.
dzungar_khanate,Dzungar Khanate,,mongol,oirat_kalmyk,buddhism,tribal_confederation,central_asian_steppe,1634,1755,,Last great nomadic empire of Central Asia. The Oirat Mongol Dzungars controlled a vast territory from Kazakhstan to Tibet. Their wars with the Qing dynasty spanned a century. The Qing genocide of the Dzungars (1755–1758) killed an estimated 80% of the Dzungar population — one of the 18th century's greatest atrocities.
french_caribbean,French Caribbean,,french,french,catholic,colonial_administration,caribbean,1635,,,Martinique/Guadeloupe
khoshut_khanate,Khoshut Khanate,,mongol,oirat_kalmyk,buddhism,tribal_confederation,central_asian_steppe,1642,1717,,"Oirat Mongol khanate in Tibet. Gushi Khan installed the 5th Dalai Lama as ruler of Tibet (1642), creating the Ganden Phodrang government. The Khoshuts served as military protectors of the Dalai Lama's regime until overthrown by Dzungar invaders (1717)."
qing_dynasty,Qing Dynasty (Manchu),,jurchen,manchu,vajrayana_buddhism,imperial_monarchy,yellow_river|yangtze|manchuria|mongolian_plateau,1644,1912,queue_order,"Manchu rulers governed Han majority but maintained strict Manchu identity: forbidden intermarriage, maintained bannerman system, Manchu language in court. Vajrayana Buddhism was a deliberate tool to legitimize rule over Mongols and Tibetans. Projected Confucian face outward while preserving Manchu identity internally — a masterclass in dual identity governance"
cossack_hetmanate,Cossack Hetmanate,,east_slavic,old_east_slavic,eastern_orthodox,republic,pontic_steppe,1649,1764,,Ukrainian Cossack state founded by Bohdan Khmelnytsky's uprising against Poland (1648). The Treaty of Pereyaslav (1654) brought Russian protection — and eventual domination. The Hetmanate represented the first major expression of Ukrainian political autonomy. Abolished by Catherine the Great.
rupert_land,Rupert's Land (Hudson's Bay Company),,english,english,protestant,colonial_administration,western_canada|us_midwest,1670,1870,,HBC fur trade territory
maratha_empire,Maratha Empire,,indo_aryan_cluster,marathi,hinduism,feudal_monarchy,deccan,1674,1818,,The Marathas challenged Mughal dominance and nearly unified India under Hindu rule before the British arrived. At their peak (1760) they controlled most of the subcontinent. The Third Battle of Panipat (1761) against the Afghans shattered Maratha power and opened the door for British expansion.
sioux_nations,Sioux Nations (Lakota/Dakota),,sioux_lakota,,indigenous_american_traditions,tribal_confederation,us_midwest|us_west,1680,1876,,Plains nations
louisiana_territory,Louisiana Territory (French),,french,french,catholic,colonial_administration,us_midwest|us_south,1682,1803,,French then briefly Spanish territory
kingdom_of_prussia,Kingdom of Prussia,,german,german,lutheranism,,,1701,1918,,
kingdom_of_great_britain,Kingdom of Great Britain,,english,english,protestant,constitutional_monarchy,britannia|scotland,1707,1801,,The Acts of Union 1707 merged England and Scotland into a single kingdom with one parliament. Scotland retained its distinct legal and church systems.
hotak_dynasty,Hotak Dynasty,,pashtun,pashto,sunni,monarchy,khorasan|iran_plateau,1709,1738,,Ghilzai Pashtun dynasty that overthrew Safavid rule. Mirwais Hotak revolted in Kandahar (1709). His son Mahmud conquered Isfahan (1722) and ended the Safavid dynasty — one of the most dramatic reversals in Persian history. Defeated by Nadir Shah (Afsharid) by 1738.
khanate_of_kokand,Khanate of Kokand,,turkic_cluster,chagatai,sunni,khanate,transoxiana,1709,1876,,Uzbek khanate in the Fergana Valley. Expanded into Tashkent and parts of southern Kazakhstan and Xinjiang. The most commercially active of the three Central Asian khanates. Conquered by the Russian Empire under General Skobelev (1876).
viceroyalty_of_new_granada,Viceroyalty of New Granada,,spanish,spanish,catholic,colonial_administration,andes|caribbean,1717,1819,,Spanish colonial northern South America
russian_empire,Russian Empire,,east_slavic,russian,eastern_orthodox,absolute_monarchy,kievan_rus,1721,1917,westernisation,Peter the Great declared the Russian Empire in 1721 after the Great Northern War victory over Sweden. Peter's Westernisation programme transformed Russia into a European Great Power. Catherine the Great (1762–1796) expanded the empire south (Crimea) and west (Poland partitions). 19th-century Russia was the largest state in the world by land area. Defeated in Crimea (1853–56) and Japan (1904–5); autocracy resisted reform until too late; collapsed in Revolution 1917.
hyderabad_state,Nizam of Hyderabad,,turkic_cluster,new_persian_farsi,sunni,monarchy,deccan,1724,1948,,Founded by Asaf Jah I (Nizam-ul-Mulk) after the Mughal Empire's decline. The richest princely state in British India. The Nizam was reputedly the wealthiest man in the world in the 1930s. Integrated into India by military action (Operation Polo) in 1948.
russian_alaska,Russian America,,east_slavic,russian,eastern_orthodox,colonial_administration,alaska,1733,1867,,Russian colonial Alaska
afsharid_dynasty,Afsharid Dynasty,,persian,,shia,,,1736,1796,,
durrani_empire,Durrani Empire,,pashtun,pashto,sunni,monarchy,khorasan|punjab|indus_valley,1747,1826,,Founded by Ahmad Shah Durrani after the assassination of Nadir Shah. Ahmad Shah united the Pashtun tribes and created the first unified Afghan state. His empire stretched from eastern Iran to northern India and from the Amu Darya to the Indian Ocean. The Koh-i-Noor diamond was taken from the Mughal court. The empire fragmented after his death into competing Durrani factions.
karabakh_khanate,Karabakh Khanate,,azerbaijani,azerbaijani,shia,khanate,caucasus,1747,1822,,
zand_dynasty,Zand Dynasty,,persian,new_persian_farsi,shia,monarchy,iran_plateau,1751,1794,,Short-lived Persian dynasty. Karim Khan Zand ruled as 'Advocate of the People' (Vakil) rather than shah — a unique humility. Made Shiraz a cultural capital. The Vakil Bazaar and citadel remain landmarks. Overthrown by the Qajar Agha Muhammad Khan in a brutal campaign.
united_states,United States of America,,english,english,protestant,democratic_republic,us_east|us_south|us_midwest|us_west|alaska|hawaii,1776,,,
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,,spanish,spanish,catholic,colonial_administration,patagonia|andes,1776,1816,,Spanish colonial southern South America
hawaii_kingdom,Kingdom of Hawaiʻi,,hawaiian,,indigenous_american_traditions,monarchy,hawaii,1795,1893,,Unified Hawaiian islands under Kamehameha
qajar_dynasty,Qajar Dynasty,,persian,,shia,,,1796,1925,,
sikh_empire,Sikh Empire,,punjabi,punjabi,sikhism,feudal_monarchy,punjab,1799,1849,,Ranjit Singh unified the Sikh misls (confederacies) into the last major pre-British Indian empire. The Sikh army (Khalsa) trained by European officers was the most modern in Asia. The two Anglo-Sikh Wars ended Sikh independence — the Koh-i-Noor diamond was ceded to the British Crown.
united_kingdom,United Kingdom of Great Britain and Ireland,,english,english,protestant,constitutional_monarchy,britannia|scotland|ireland,1801,,,"Acts of Union 1800 added Ireland; the Irish Free State left in 1922, creating the United Kingdom of Great Britain and Northern Ireland."
austrian_empire,Austrian Empire,,german,german,roman_catholicism,imperial_monarchy,italy|hungary|bohemia|balkans,1804,1867,,
french_first_empire,French First Empire,,french,french,roman_catholicism,imperial_monarchy,gaul|germany|italy|iberia,1804,1814,,
haiti,Republic of Haiti,,haitian_creole,french,catholic,republic,caribbean,1804,,,First Black republic
